title	abstract	publication_year	authors	source	publication_month	publication_day
Hamon 2	Une réforme fiscale pour rétablir justice et équité. Je mènerai une véritable révolution fiscale. J’organiserai une refonte de l’impôt sur le revenu, devenu complexe, illisible et régressif. Je l’individualiserai, élargirai son assiette par la fusion avec la CSG, et le rendrai plus progressif par une augmentation du nombre de tranches.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 3	Moratoire sur le Pacte de stabilité. Je forgerai une alliance interétatique, politique et sociétale pour imposer un moratoire sur le Pacte de stabilité et le TSCG. L’austérité est inefficace et contribue à augmenter la dette. Ce moratoire durera jusqu’à l’approbation d’un pacte de stabilité réformé. Ce nouveau traité exclura les dépenses d’investissement du calcul du déficit et introduira une logique de coordination et de coopération entre Etats pour tenir compte du cycle économique.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 4	Responsabilité des dirigeants d’entreprises. Je créerai un statut des dirigeant.e.s de grandes entreprises afin de moraliser les pratiques : prohibition des rémunérations dépourvues de lien avec l’amélioration des résultats au cours de leur mandat, prohibition des stock options, fin des retraites chapeaux en cas de démission ou de perte de confiance du conseil d’administration. Je rendrai les dirigeant.e.s responsables en cas de pratiques managériales sources de souffrance avérée au travail.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 5	Un impôt unique sur le patrimoine net des dettes. Je créerai un impôt unique sur le patrimoine, simple, et progressif. Il sera net des dettes pour éviter que celui qui s’est endetté soit aussi taxé que celui qui a tout reçu en héritage. Il comprendra notamment la taxe foncière et l’ISF. Les ménages français possèdent en 2016 plus de 10 000 milliards d’euros de patrimoine (net de dettes) mais la répartition de ce patrimoine est très inégalitaire. La taxe foncière et l’ISF sont aujourd’hui trop complexes, créent des distorsions et les ménages les plus aisés arrivent à les éviter.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 6	Vers une harmonisation fiscale en Europe. Je ferai de l’harmonisation fiscale dans l’Union européenne une priorité. Je me battrai pour une harmonisation de l’assiette et un rapprochement des taux de l’impôt sur les sociétés, pour un taux plafond de la TVA et pour une harmonisation de la lutte contre la fraude et l’évasion fiscale. La France sera à l’initiative de la création d’un nouvel impôt européen sur les GAFA et les multinationales pour augmenter le budget de l’UE et renforcer ses marges de manoeuvre, notamment en termes d’investissements en faveur de la transition énergétique.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 7	Annulation de la dette contractée par les pays de l’UE. J’organiserai avec nos partenaires européens l’annulation de la dette accumulée depuis 2008 par les pays membres les plus endettés et détenue par les Etats membres de l’UE. Il faut desserrer l’étau qui étouffe les pays du Sud. Je ferai de même pour une mutualisation de la dette européenne : il faut que les Etats soient solidaires en se portant caution mutuellement sur leur dette actuelle et en émettant pour l’avenir une dette commune. Enfin, j’œuvrerai pour faire évoluer les statuts de la BCE et faciliter le financement direct de la dette des Etats.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 8	Plus de pluralisme dans la recherche et l’enseignement de l’économie. Je soutiendrai la création d’une nouvelle section « Economie et société » au Conseil National des Universités. A l’opposé de la « bien-pensance économique » qui nous a mené dans le mur avec la crise des subprimes, nous avons besoin d’économistes capables d’imaginer des politiques diverses, d’éclairer le débat public en ouvrant l’économie sur le monde et sur ses liens avec les autres sciences sociales. C’est avant tout un enjeu démocratique. 	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 9	Défense de nos intérêts face au libéralisme économique. Je suspendrai immédiatement l’application de l’accord de libre-échange avec le Canada, le CETA, afin de protéger nos préférences collectives en matière d’environnement, de santé et de protection sociale. Je veillerai à ce que le TAFTA et le TISA ne voient pas le jour. Je proposerai un nouveau modèle de coopération internationale respectant les souverainetés démocratiques, le progrès social et environnemental.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 10	Une véritable convergence sociale européenne. Je proposerai un processus de convergence sociale qui débutera par un salaire minimum par pays à hauteur de 60% du salaire moyen. La directive sur les travailleurs détachés sera révisée pour garantir le respect du principe « à travail égal, salaire égal »: lutte contre la fraude des sous-traitants, renforcement des inspections du travail et des contrôles sur les chantiers.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 11	Renforcement de la lutte contre l’évasion fiscale. Je mettrai en place un reporting public pays par pays pour toutes les entreprises afin d’identifier les activités de leur filiale et repérer les sociétés « boîtes aux lettres ». Je renforcerai les moyens et les effectifs de la direction générale des finances publiques pour pouvoir identifier et poursuivre les fraudeurs. J’adapterai notre fiscalité  et nos règles constitutionnelles pour que les GAFA (Google, Amazon, Facebook et Apple) n’y échappent plus alors qu’ils ont un établissement stable en France.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 12	Plan d’investissements dans la rénovation énergétique. Je lancerai un plan massif d’investissements dans la rénovation énergétique des bâtiments afin de réduire notre consommation d’énergie et lutter contre la précarité énergétique. Ce plan comprendra trois priorités : La réhabilitation thermique des logements sociaux; Un plan ambitieux d’accompagnement des initiatives du secteur privé avec des aides renforcées et conditionnées au recours à des artisans labellisés (soutien des PME) ; Une protection des foyers en situation de précarité énergétique avec un véritable bouclier “énergie” (chèque énergie…) pour éviter les situations de privation.	2017	Benoît Hamon	Parti Socialiste	2	12
Hamon 13	Relance de l’Europe par la transition énergétique. Je construirai et proposerai un plan d’investissement de 1000 milliards centré sur la transition écologique et à destination prioritaire des zones de l’Europe les plus défavorisés. Il nous appartient de reconstruire la légitimité de l’Union Européenne sur cette thématique fondamentale pour l’avenir des peuples via une contribution ambitieuse des Etats, le fléchage des financements privés vers les investissements verts grâce à des mécanismes incitatifs et la suppression de toutes les subventions aux énergies fossiles.	2017	Benoît Hamon	Parti Socialiste	2	12
